0.610801453,0.45150025,-0.583143305
0.609189305,0.451709643,-0.582882588
0.607493514,0.451919397,-0.582552934
0.605807034,0.452133299,-0.582119669
0.604234264,0.452382102,-0.58159382
0.602867031,0.452685338,-0.580926532
0.60174511,0.452988439,-0.580135689
0.60087423,0.453253946,-0.579267106
0.600156108,0.453467945,-0.578311948
0.599488176,0.453594698,-0.577292306
0.598758793,0.453602395,-0.576253774
0.597861114,0.45345681,-0.575229205
0.596757196,0.453186402,-0.574237591
0.595428001,0.452819646,-0.573297174
0.593877233,0.452354294,-0.572433935
0.592096869,0.451863988,-0.571647985
0.590010866,0.451400756,-0.570923562
0.587482005,0.45097159,-0.570254514
0.584389429,0.450619242,-0.569626312
0.5805839,0.450333571,-0.569020208
0.575943312,0.450077237,-0.568442378
0.570392849,0.449891558,-0.567859581
0.563923311,0.449778625,-0.567235909
0.556624863,0.449715363,-0.566527059
0.548618241,0.449711929,-0.565681901
0.540089761,0.449746714,-0.56462457
0.531228852,0.449786585,-0.56326694
0.522229971,0.449812782,-0.561607603
0.513334428,0.449793049,-0.559635687
0.504769767,0.44969697,-0.557403198
0.496751275,0.449485388,-0.554981914
0.489389318,0.449160363,-0.552421143
0.48267705,0.448789529,-0.549778331
0.476538926,0.448430023,-0.547051168
0.470842254,0.448136562,-0.544243562
0.465460966,0.447956815,-0.541348854
0.460264868,0.447927302,-0.538371655
0.455129415,0.448033103,-0.535329332
0.44996439,0.448272758,-0.53223046
0.444732809,0.448598593,-0.529102202
0.439434241,0.448906105,-0.525945922
0.43408038,0.449115953,-0.522795403
0.428711598,0.449157393,-0.519659777
0.423355669,0.449040371,-0.516446718
0.41804554,0.448788678,-0.513118236
0.412833986,0.448450001,-0.509631978
0.407768648,0.448101095,-0.505916037
0.402907578,0.447760991,-0.501943602
0.3982821,0.447424578,-0.4976836
0.39386504,0.447097892,-0.493046321
0.389575451,0.446788986,-0.487977466
0.385351727,0.446506891,-0.482438222
0.381156499,0.446244052,-0.476388942
0.376968552,0.445977662,-0.469893307
