0.931816878,0.063371258,-0.097682433
0.930981296,0.061607992,-0.097989838
0.930270209,0.060562511,-0.098227881
0.929902677,0.059433009,-0.098380597
0.929592003,0.058534026,-0.09843395
0.92853344,0.056481333,-0.098645211
0.928070015,0.05558201,-0.098674568
0.927876399,0.054138544,-0.098768633
0.927051002,0.053008173,-0.098576457
0.926891849,0.052022014,-0.098716533
0.925871288,0.050347535,-0.09870674
0.924553394,0.048905262,-0.098712519
0.924043225,0.047612174,-0.098552845
0.922955973,0.045905931,-0.098628346
0.922261625,0.044784444,-0.098469971
0.921195102,0.042942536,-0.098212293
0.920251623,0.041912299,-0.09818553
0.919153475,0.040101766,-0.097923672
0.917641175,0.038405216,-0.09781227
0.916656886,0.036530045,-0.09750191
0.915359434,0.03469543,-0.09720983
0.914311871,0.033037221,-0.096952857
0.912878237,0.03063508,-0.096629671
0.911911096,0.028763065,-0.096110723
0.910814069,0.026883602,-0.09563833
0.909787147,0.024545297,-0.095267385
0.908382619,0.022719027,-0.094778206
0.90736326,0.020522785,-0.094189821
0.906094069,0.018313231,-0.093671363
0.905028852,0.016276016,-0.093218537
0.903865762,0.013866025,-0.092653547
0.902634646,0.011894145,-0.092020105
0.901232429,0.009407056,-0.091603743
0.90053051,0.006510159,-0.090872058
0.899445384,0.004349461,-0.090379748
0.89807893,0.001517799,-0.089723489
0.897019998,-0.000886523,-0.08918493
0.896623565,-0.003433995,-0.088506137
0.89539693,-0.006041389,-0.087768773
0.894932301,-0.008235025,-0.087494341
0.89405918,-0.01112752,-0.087028711
0.893371496,-0.013470417,-0.086190374
0.892478946,-0.015960887,-0.08545237
0.890327884,-0.017889681,-0.084640045
0.890638166,-0.020616811,-0.084224881
0.889848078,-0.023422442,-0.083535724
0.889428754,-0.026161112,-0.083210181
0.888327205,-0.02845463,-0.082426388
0.887562359,-0.03146129,-0.081650368
0.88684249,-0.034465988,-0.081026092
0.886145411,-0.036292989,-0.080314073
0.885363978,-0.039662447,-0.07950204
0.884690319,-0.042161825,-0.078994069
0.88386189,-0.045068105,-0.078116512
0.883228986,-0.047598808,-0.077165912
0.882293996,-0.050226091,-0.076341829
0.881736102,-0.052504456,-0.075718092
0.88077112,-0.055556054,-0.075135901
0.880517228,-0.058891876,-0.074305584
0.879717874,-0.061535281,-0.073455062
0.879244251,-0.064235499,-0.07280653
0.878801095,-0.067470203,-0.071941144
0.878546366,-0.070104329,-0.07128145
0.877882637,-0.073093402,-0.070417502
0.877781555,-0.076119938,-0.06954798
0.877596929,-0.079198373,-0.068873357
0.877575261,-0.081346083,-0.067938127
0.87748308,-0.084099875,-0.067036623
0.877465439,-0.086726242,-0.06618533
0.877608926,-0.088790859,-0.0652526
0.878188231,-0.091696986,-0.064124011
0.878667714,-0.093969339,-0.063359182
0.878977632,-0.096763591,-0.062449215
0.879588307,-0.098653603,-0.061651147
0.880192024,-0.101398676,-0.060488221
0.880700842,-0.103661927,-0.059718747
0.881742624,-0.106231387,-0.058378403
0.882204575,-0.10815011,-0.05711726
